title,tmdb_id,tmdb_title,year,genre_ids,original_language,popularity,vote_count,vote_average,budget,revenue,runtime,production_company_id,minhas_notas
Vampires Suck,40264,Vampires Suck,2010,"[35, 14]",en,3.793,1301,4.3,20000000,80547866,84,2648.0,0.5
Inception,27205,Inception,2010,"[28, 878, 12]",en,23.329,37148,8.369,160000000,839030630,148,923.0,3.0
Dunkirk,374720,Dunkirk,2017,"[10752, 28, 18]",en,6.706,16650,7.5,150000000,527000000,107,174.0,2.5
Limite,8353,Limite,1931,"[18, 12]",pt,3.534,105,7.1,0,0,120,2445.0,1.5
Return to Seoul,952701,Return to Seoul,2022,[18],fr,3.815,423,6.2,0,1594998,119,7059.0,4.0
Hereditary,493922,Hereditary,2018,"[27, 9648, 53]",en,10.269,7828,7.292,10000000,87825916,128,24277.0,1.0
The Little Mermaid,10144,The Little Mermaid,1989,"[16, 10751, 14]",en,12.079,7979,7.351,40000000,211343479,83,2.0,1.5
John Wick: Chapter 4,603692,John Wick: Chapter 4,2023,"[28, 53, 80]",en,21.739,6886,7.7,90000000,440157245,170,3528.0,3.5
John Wick: Chapter 3 – Parabellum,458156,John Wick: Chapter 3 - Parabellum,2019,"[28, 53, 80]",en,13.267,10837,7.444,55000000,326709727,131,3528.0,2.5
John Wick: Chapter 2,324552,John Wick: Chapter 2,2017,"[28, 53, 80]",en,10.967,13278,7.332,40000000,171539887,122,3528.0,2.5
John Wick,245891,John Wick,2014,"[28, 53]",en,7.496,19512,7.4,20000000,88761661,101,23008.0,2.5
Three... Extremes,33908,Three... Extremes,2004,[27],ko,3.607,372,6.8,77532,516930,125,5346.0,3.0
Aloners,805058,Aloners,2021,[18],ko,3.549,104,6.8,0,0,91,7083.0,4.0
No Country for Old Men,6977,No Country for Old Men,2007,"[80, 18, 53]",en,9.061,12231,7.9,25000000,171627166,122,14.0,3.0
The Menu,593643,The Menu,2022,"[35, 27, 53]",en,8.556,5172,7.178,35000000,79628200,107,125055.0,2.5
The Lobster,254320,The Lobster,2015,"[35, 18, 10749]",en,5.919,6340,7.0,4000000,15700000,119,71265.0,1.0
Punch-Drunk Love,8051,Punch-Drunk Love,2002,"[10749, 18, 35]",en,4.096,2383,7.124,25000000,24665649,96,5.0,3.0
The Banshees of Inisherin,674324,The Banshees of Inisherin,2022,"[18, 35]",en,4.577,2874,7.454,20000000,49300000,114,127929.0,4.0
Antonio das Mortes,74349,Antonio das Mortes,1969,"[28, 80, 18, 37, 36]",pt,3.095,87,6.9,0,0,100,8565.0,4.0
The Whale,785084,The Whale,2022,[18],en,6.828,4057,7.8,3000000,55101305,117,41077.0,3.0
I'm Your Man,795813,I'm Your Man,2021,"[878, 35, 10749]",de,3.85,308,6.8,0,1090661,108,2538.0,2.0
Se7en,807,Se7en,1995,"[80, 9648, 53]",en,14.959,21466,8.4,33000000,327311859,127,12.0,3.0
Fresh,787752,Fresh,2022,"[27, 53]",en,8.243,1641,6.986,0,0,115,923.0,2.5
The Curious Case of Benjamin Button,4922,The Curious Case of Benjamin Button,2008,"[18, 14, 10749]",en,11.494,12956,7.59,150000000,335800000,166,4.0,0.5
Ran,11645,Ran,1985,"[28, 18, 36]",ja,4.155,1584,8.1,11500005,11859533,160,1598.0,4.5
Spider-Man: Across the Spider-Verse,569094,Spider-Man: Across the Spider-Verse,2023,"[16, 28, 12, 878]",en,23.377,7368,8.347,100000000,690897910,140,5.0,3.5
House of Flying Daggers,9550,House of Flying Daggers,2004,"[12, 18, 28]",zh,3.663,1652,7.283,15000000,92863945,119,724.0,2.5
The Cabin in the Woods,22970,The Cabin in the Woods,2011,"[27, 9648]",en,7.482,7962,6.6,30000000,71038838,95,1632.0,1.5
Landless,591809,Landless,2019,[18],en,0.06,0,0.0,0,0,6,,3.5
Revenge,216046,Revenge,1989,"[18, 36]",ru,1.061,29,6.0,0,0,100,232195.0,3.5
The Girl with the Dragon Tattoo,65754,The Girl with the Dragon Tattoo,2011,"[53, 80, 9648]",en,5.401,7077,7.4,90000000,232617430,158,5.0,1.0
Let the Right One In,13310,Let the Right One In,2008,"[27, 18]",sv,4.024,2984,7.536,4000000,10785801,115,3576.0,2.0
Emicida: AmarElo - It's All for Yesterday,765613,Emicida: AmarElo - It's All for Yesterday,2020,"[99, 10402]",pt,1.782,50,8.6,0,0,89,153581.0,5.0
The Pianist,423,The Pianist,2002,"[18, 10752]",en,11.269,9376,8.4,35000000,120098945,150,250.0,4.0
Singin' in the Rain,872,Singin' in the Rain,1952,"[35, 10749]",en,5.588,3193,8.1,2540800,7200000,103,21.0,4.5
The Grand Budapest Hotel,120467,The Grand Budapest Hotel,2014,"[35, 18]",en,7.68,15011,8.0,30000000,174600318,100,43.0,4.0
Scarface,111,Scarface,1983,"[28, 80, 18]",en,11.771,12057,8.161,25000000,66023329,169,33.0,3.0
Annette,424277,Annette,2021,"[18, 10749]",fr,3.619,695,6.7,15500000,3700000,140,75055.0,3.5
The Mitchells vs. the Machines,501929,The Mitchells vs. the Machines,2021,"[16, 12, 35]",en,5.278,3007,7.894,75000000,0,110,77973.0,4.5
Last Night in Soho,576845,Last Night in Soho,2021,"[27, 9648]",en,4.984,3497,7.303,43000000,22957625,116,6705.0,3.5
The Worst Person in the World,660120,The Worst Person in the World,2021,"[18, 10749, 35]",no,4.977,1440,7.5,5000000,11800000,128,113596.0,3.5
The Tragedy of Macbeth,591538,The Tragedy of Macbeth,2021,"[18, 10752]",en,3.651,770,6.9,0,176248,105,93105.0,4.0
Encanto,568124,Encanto,2021,"[16, 35, 10751, 14]",en,16.507,9631,7.596,135000000,261289554,102,6125.0,3.5
The House,926899,The House,2022,"[16, 18, 35, 27, 14]",en,4.093,1041,7.026,0,0,97,91202.0,2.5
Nobody,615457,Nobody,2021,"[28, 53]",en,7.403,7254,7.9,17000000,61779301,91,121470.0,2.0
Lady Bird,391713,Lady Bird,2017,"[18, 35]",en,4.894,8607,7.3,10000000,79000000,94,93105.0,4.0
Moana,277834,Moana,2016,"[12, 35, 10751, 16]",en,3.874,12916,7.566,150000000,690860472,107,2.0,4.0
Baby Driver,339403,Baby Driver,2017,"[28, 80]",en,9.179,15910,7.448,34000000,226945087,113,443.0,3.5
Dazed and Confused,9571,Dazed and Confused,1993,"[35, 18]",en,4.652,2076,7.299,6900000,8000000,102,37.0,1.0
Triumph of the Will,39266,Triumph of the Will,1935,[99],de,3.548,276,6.9,0,0,114,580.0,0.5
Life Is Beautiful,637,Life Is Beautiful,1997,"[35, 18]",it,10.916,13230,8.446,20000000,230098753,116,22117.0,4.5
Drive My Car,758866,Drive My Car,2021,[18],ja,4.392,1304,7.425,1300000,15356046,179,4667.0,4.5
12 Angry Men,389,12 Angry Men,1957,[18],en,11.402,8942,8.5,397751,4360000,97,60.0,4.5
Come and See,25237,Come and See,1985,"[18, 10752]",ru,5.074,1554,8.236,0,20929648,142,12617.0,4.5
The Fabelmans,804095,The Fabelmans,2022,[18],en,6.416,2414,7.6,40000000,45629909,151,56.0,2.0
TÁR,817758,TÁR,2022,"[10402, 18]",en,4.501,1304,7.09,35000000,29048571,158,10146.0,1.0
Yi Yi,25538,Yi Yi,2000,[18],zh,4.117,550,7.9,0,0,174,1195.0,4.5
"I, Daniel Blake",374473,"I, Daniel Blake",2016,[18],en,3.777,1424,7.729,0,15793051,100,12695.0,4.5
Sherlock Jr.,992,Sherlock Jr.,1924,"[28, 35, 9648]",en,3.695,1020,8.1,0,0,45,16101.0,3.0
Marriage Story,492188,Marriage Story,2019,[18],en,4.477,7018,7.7,18000000,2300000,137,437.0,3.5
The Passion of Joan of Arc,780,The Passion of Joan of Arc,1928,"[18, 36]",fr,3.798,965,8.0,0,18121,82,1237.0,3.0
Breaker Morant,13783,Breaker Morant,1980,"[18, 36, 10752]",en,3.561,150,7.1,1000000,8200000,107,2806.0,1.0
Portrait of a Lady on Fire,531428,Portrait of a Lady on Fire,2019,"[18, 10749, 36]",fr,6.719,2634,8.1,5740000,9923127,121,43649.0,4.5
Children of Men,9693,Children of Men,2006,"[18, 28, 53, 878]",en,6.254,7223,7.613,76000000,70595464,109,33.0,2.5
The Shape of Water,399055,The Shape of Water,2017,"[18, 14, 10749]",en,7.96,12245,7.244,19500000,195300000,123,101082.0,3.0
Barbarian,913290,Barbarian,2022,"[27, 9648]",en,6.373,2599,6.822,4500000,45400000,103,18609.0,3.0
Cha Cha Real Smooth,814340,Cha Cha Real Smooth,2022,"[35, 18, 10749]",en,3.887,338,7.2,0,0,108,123244.0,2.5
Lullaby,702621,Lullaby,2022,[27],en,2.949,75,5.3,20000000,0,86,1088.0,3.5
Fallen Angels,11220,Fallen Angels,1995,"[28, 10749, 80]",cn,6.109,1087,7.7,0,0,98,540.0,4.5
Malcolm X,1883,Malcolm X,1992,"[18, 36]",en,4.219,1697,7.5,34000000,48169908,202,4319.0,4.5
The Wailing,293670,The Wailing,2016,"[27, 9648]",ko,5.405,1787,7.4,10951000,49851770,156,7485.0,4.0
The Tree of Life,8967,The Tree of Life,2011,"[18, 14]",en,4.234,3107,6.7,32000000,54700000,139,1246.0,1.0
In the Mood for Love,843,In the Mood for Love,2000,"[18, 10749]",cn,7.845,2855,8.1,150000,14204632,99,539.0,4.5
The Edge of Democracy,566221,The Edge of Democracy,2019,[99],pt,3.582,354,7.648,0,0,121,44159.0,2.5
The Hate U Give,470044,The Hate U Give,2018,"[80, 18]",en,4.271,2140,8.107,23000000,34934009,133,12292.0,2.0
The Evil Dead,764,The Evil Dead,1981,[27],en,5.957,4075,7.3,350000,29612367,85,467.0,1.5
Jaws,578,Jaws,1975,"[27, 53, 12]",en,15.943,10642,7.663,7000000,470653000,124,1865.0,2.0
Häxan,57283,Häxan,1922,"[99, 27, 36]",sv,3.653,385,7.6,220000,0,105,78552.0,2.0
8½,422,8½,1963,[18],it,4.681,2317,8.136,0,0,139,9387.0,3.0
Tokyo Story,18148,Tokyo Story,1953,[18],ja,5.639,1092,8.176,0,0,137,192.0,3.0
Made in U.S.A,29369,Made in U.S.A,1966,"[80, 9648, 35]",fr,3.51,99,6.2,50000,0,85,27260.0,1.0
Shutter Island,11324,Shutter Island,2010,"[18, 53, 9648]",en,15.144,24298,8.201,80000000,294804195,138,4.0,1.5
Memento,77,Memento,2000,"[9648, 53]",en,8.146,15115,8.2,9000000,40047236,113,28.0,3.5
The Color of Pomegranates,26302,The Color of Pomegranates,1969,"[18, 36]",hy,3.576,281,7.4,0,0,80,116561.0,3.0
The Red Shoes,19542,The Red Shoes,1948,"[18, 10749]",en,3.598,675,8.0,500000,0,133,4397.0,2.5
Masculin Féminin,4710,Masculin Féminin,1966,"[18, 10749]",fr,3.589,393,7.3,0,0,105,6181.0,2.0
Isle of Dogs,399174,Isle of Dogs,2018,"[12, 35, 16]",en,5.395,4967,7.851,62770198,64337744,101,264.0,2.0
The Second Mother,310569,The Second Mother,2015,[18],pt,3.732,735,8.041,0,0,112,47462.0,3.5
Oldboy,670,Oldboy,2003,"[18, 53, 9648, 28]",ko,10.981,8877,8.253,3000000,17500000,120,399.0,5.0
Guillermo del Toro's Pinocchio,555604,Guillermo del Toro's Pinocchio,2022,"[16, 14, 18, 12, 10751, 10402]",en,5.206,3003,8.067,35000000,0,117,6254.0,3.0
Bodies Bodies Bodies,520023,Bodies Bodies Bodies,2022,"[27, 35, 9648, 53]",en,4.454,1239,6.197,3000000,13900000,94,41077.0,3.0
Pan's Labyrinth,1417,Pan's Labyrinth,2006,"[14, 18, 10752]",es,8.143,10679,7.754,19000000,83258226,118,2029.0,4.0
The Prestige,1124,The Prestige,2006,"[18, 9648, 878]",en,12.946,16339,8.203,40000000,109676311,130,174.0,2.5
Talk to Me,1118584,Talk to Me,2022,[18],ar,0.277,0,0.0,0,0,21,135619.0,3.0
Elite Squad: The Enemy Within,47931,Elite Squad: The Enemy Within,2010,"[18, 28, 80]",pt,7.931,1881,7.8,0,63027681,115,47044.0,3.0
City of God,598,City of God,2002,"[18, 80]",pt,7.643,7537,8.426,3300000,30641770,129,345.0,3.5
A Nightmare on Elm Street,377,A Nightmare on Elm Street,1984,[27],en,8.146,5245,7.3,1800000,57004513,91,12.0,4.0
Brazil,68,Brazil,1985,"[35, 878]",en,5.347,3357,7.666,15000000,9900000,143,10214.0,2.5
The People Under the Stairs,13122,The People Under the Stairs,1991,"[27, 35, 9648, 53]",en,3.575,675,6.529,6000000,31400000,103,17823.0,4.0
Everything Everywhere All at Once,545611,Everything Everywhere All at Once,2022,"[28, 12, 878]",en,13.813,6857,7.76,25000000,139200000,140,93105.0,3.0
The Sadness,776797,The Sadness,2021,"[27, 53]",zh,5.134,901,6.79,0,0,99,157638.0,1.0
Phenomena,29161,Phenomena,1985,"[27, 53]",en,3.691,825,6.8,3800000,0,110,4746.0,3.5
The Others,1933,The Others,2001,"[27, 9648, 53]",en,8.093,6627,7.609,17000000,210002906,104,7405.0,2.0
A Page of Madness,94525,A Page of Madness,1926,"[27, 18]",ja,3.541,146,7.4,0,0,71,94935.0,3.5
The Conjuring,138843,The Conjuring,2013,"[27, 53]",en,16.519,11718,7.539,13000000,320415166,112,31375.0,3.0
Saw II,215,Saw II,2005,[27],en,3.993,5454,6.6,4000000,152925093,93,1053.0,0.5
The Exorcist,9552,The Exorcist,1973,[27],en,8.819,8080,7.73,12000000,441306145,122,48184.0,2.5
Central Station,666,Central Station,1998,[18],pt,4.304,937,8.1,2900000,5596708,110,393.0,3.0
Jennifer's Body,19994,Jennifer's Body,2009,"[27, 35]",en,8.389,3899,6.0,16000000,31556061,107,2890.0,3.0
Possession,21484,Possession,1981,[27],fr,6.142,1139,7.3,2400000,1200000,124,9.0,4.5
Rear Window,567,Rear Window,1954,"[53, 9648]",en,7.345,6606,8.3,1000000,37042336,112,4.0,4.5
Vertigo,426,Vertigo,1958,"[9648, 10749, 53]",en,6.424,5833,8.162,2479000,7808900,128,4.0,4.0
Devil,44040,Devil,2010,"[27, 9648, 53]",en,3.904,2899,6.1,10000000,33583175,80,33.0,0.5
Audition,11075,Audition,1999,"[27, 18]",ja,4.228,1581,7.121,250000,359853,115,17337.0,4.0
I Know What You Did Last Summer,3597,I Know What You Did Last Summer,1997,"[27, 53, 9648]",en,6.122,2825,5.966,17000000,125586134,101,1464.0,3.0
Carrie,7340,Carrie,1976,"[27, 53]",en,7.921,3923,7.3,1800000,33800000,98,60.0,4.0
The Blair Witch Project,2667,The Blair Witch Project,1999,"[27, 9648]",en,6.406,4953,6.3,60000,248639099,81,15160.0,3.0
Psycho,539,Psycho,1960,"[27, 53, 9648]",en,7.521,10243,8.4,806947,50048065,109,10717.0,4.5
Perfect Blue,10494,Perfect Blue,1997,"[16, 53]",ja,7.626,2744,8.3,830000,112536,82,3464.0,4.0
Black Swan,44214,Black Swan,2010,"[18, 53, 27]",en,11.212,14662,7.686,13000000,329398046,109,43.0,3.5
Hard Labor,96001,Hard Labor,2011,"[18, 27]",pt,1.348,38,6.4,0,0,99,47462.0,4.0
Shutter,17111,Shutter,2004,"[27, 9648, 53]",th,5.874,1244,7.3,125000,0,97,3255.0,3.0
The Texas Chain Saw Massacre,30497,The Texas Chain Saw Massacre,1974,[27],en,6.816,3396,7.3,140000,30900000,83,1197.0,3.0
Halloween,948,Halloween,1978,"[27, 53]",en,8.153,5708,7.6,325000,70260597,91,14323.0,3.0
Five Nights at Freddy's,507089,Five Nights at Freddy's,2023,"[27, 9648, 53]",en,12.668,4250,7.487,20000000,297144130,110,3172.0,0.5
Citizen Kane,15,Citizen Kane,1941,"[9648, 18]",en,4.992,5613,7.999,839727,23218000,119,11447.0,3.5
The Life Aquatic with Steve Zissou,421,The Life Aquatic with Steve Zissou,2004,"[12, 35, 18]",en,3.811,2916,7.1,50000000,34808403,119,23449.0,3.0
The Man from Earth,13363,The Man from Earth,2007,"[878, 18]",en,4.265,2564,7.6,200000,0,87,2741.0,0.5
Murder on the Orient Express,392044,Murder on the Orient Express,2017,"[9648, 18, 80]",en,5.995,10035,6.704,55000000,352800000,114,1557.0,1.0
It Follows,270303,It Follows,2014,"[27, 9648]",en,7.187,6458,6.581,2300000,23374076,101,52739.0,2.0
Ossos,55700,Ossos,1997,[18],pt,1.491,42,6.826,0,0,97,11143.0,2.0
Oppenheimer,872585,Oppenheimer,2023,"[18, 36]",en,22.814,9908,8.1,100000000,952000000,181,9996.0,3.0
Being There,10322,Being There,1979,"[35, 18]",en,3.703,1005,7.614,0,30177511,130,60.0,1.0
Seconds,20620,Seconds,1966,"[878, 18, 53, 27]",en,3.587,367,7.3,2500000,1750000,107,3809.0,2.5
The Ballad of Narayama,116690,The Ballad of Narayama,1958,[18],ja,2.911,82,7.5,0,0,98,192.0,3.0
Slaughterhouse-Five,24559,Slaughterhouse-Five,1972,"[18, 878, 10752]",en,3.539,227,6.5,3200000,0,100,33.0,2.0
Solaris,593,Solaris,1972,"[18, 878, 9648]",ru,4.55,1638,7.8,0,0,167,77883.0,4.5
Taipei Story,106380,Taipei Story,1985,[18],zh,3.59,115,7.5,0,0,120,152025.0,3.5
Barry Lyndon,3175,Barry Lyndon,1975,"[18, 10749, 10752, 36]",en,3.9,2875,8.0,11000000,260131,185,174.0,2.5
Nashville,3121,Nashville,1975,"[18, 10402, 35]",en,3.549,407,7.2,2200000,9991258,160,4.0,4.5
La Strada,405,La Strada,1954,[18],it,4.013,1079,7.901,0,0,115,217.0,3.0
Harakiri,14537,Harakiri,1962,"[28, 18, 36]",ja,4.196,1040,8.4,0,0,135,192.0,4.5
Ikiru,3782,Ikiru,1952,[18],ja,4.275,1179,8.311,0,55240,143,882.0,3.5
The 400 Blows,147,The 400 Blows,1959,[18],fr,3.877,2169,8.0,0,0,99,53.0,2.0
Je Tu Il Elle,93934,Je Tu Il Elle,1974,"[18, 10749]",fr,3.324,87,6.5,0,0,86,10645.0,3.5
Stalker,1398,Stalker,1979,"[878, 18]",ru,4.985,2232,8.122,120000,0,162,344.0,4.5
Tell Me,383914,Tell Me,1980,"[10770, 99]",fr,0.177,5,5.4,0,0,46,16180.0,2.5
Mirror,1396,Mirror,1975,"[18, 36]",ru,5.261,971,8.0,825000,124367,106,344.0,3.5
Atomic Blonde,341013,Atomic Blonde,2017,"[28, 12, 53]",en,4.355,6268,6.4,30000000,100014025,115,10146.0,1.0
Rouge,68883,Rouge,1987,"[18, 14, 10749, 9648]",cn,2.519,68,7.4,0,0,96,3054.0,4.0
The Emperor's New Groove,11688,The Emperor's New Groove,2000,"[12, 16, 35, 10751, 14]",en,13.111,6831,7.557,100000000,169327687,78,2.0,2.0
GoodFellas,769,GoodFellas,1990,"[18, 80]",en,12.064,13165,8.5,25000000,46800000,145,8880.0,4.0
Godzilla,1678,Godzilla,1954,"[53, 27, 878]",ja,4.181,993,7.6,900000,2250000,96,882.0,3.5
Bottoms,814776,Bottoms,2023,[35],en,6.244,657,6.7,11300000,12976079,91,12365.0,3.0
Peninsula,581392,Peninsula,2020,"[27, 28, 53, 12]",ko,7.312,2389,6.8,17000000,42698327,115,20064.0,3.5
A Story of Floating Weeds,44163,A Story of Floating Weeds,1934,[18],ja,2.031,57,7.0,0,0,86,192.0,3.5
Bicycle Thieves,5156,Bicycle Thieves,1948,[18],it,4.311,2457,8.184,133000,450159,89,1875.0,2.0
Kill Boksoon,849869,Kill Boksoon,2023,"[28, 18, 53, 80]",ko,4.028,442,6.822,0,0,137,126602.0,4.0
Harry Potter and the Philosopher's Stone,671,Harry Potter and the Philosopher's Stone,2001,"[12, 14]",en,27.996,27988,7.902,125000000,976475550,152,174.0,4.0
Throw Down,25664,Throw Down,2004,"[18, 28]",cn,3.54,104,6.8,0,0,95,5632.0,4.5
La Abuela (The Grandmother),661791,La Abuela (The Grandmother),2021,"[18, 27]",es,3.564,452,5.863,3749231,1817696,101,29566.0,1.0
Anatomy of a Fall,915935,Anatomy of a Fall,2023,"[53, 9648, 80]",fr,6.473,2696,7.549,6700000,35634133,151,58568.0,3.5
Bo Burnham: Inside,823754,Bo Burnham: Inside,2021,"[35, 18]",en,3.634,516,8.0,0,0,87,,1.0
Police Story,9056,Police Story,1985,"[28, 80, 53]",cn,5.027,902,7.5,500000,18724000,99,3054.0,4.0
Barbie,346698,Barbie,2023,"[35, 12]",en,21.442,9639,7.0,145000000,1445638421,114,82968.0,1.0
Where Is the Friend's House?,49964,Where Is The Friend's House?,1987,"[18, 10751]",fa,4.084,370,7.922,0,0,83,11459.0,4.5
The King of Comedy,262,The King of Comedy,1982,"[18, 35]",en,3.747,2347,7.8,19000000,2536000,109,10214.0,4.5
Clue,15196,Clue,1985,"[35, 53, 80, 9648]",en,4.188,1759,7.221,15000000,14643997,94,498.0,1.0
Taste of Cherry,30020,Taste of Cherry,1997,[18],fa,4.237,613,7.656,0,0,99,11459.0,4.5
Tetris,726759,Tetris,2023,"[53, 36, 18]",en,4.967,1403,7.686,0,0,118,5374.0,0.5
The Umbrellas of Cherbourg,5967,The Umbrellas of Cherbourg,1964,"[18, 10749]",fr,3.815,800,7.4,200000,7600000,92,14680.0,3.5
Shaun of the Dead,747,Shaun of the Dead,2004,"[27, 35]",en,9.061,8626,7.5,6000000,39396175,99,442.0,5.0
[REC],8329,[REC],2007,"[27, 9648]",es,5.221,4488,7.2,1500000,32511655,78,3631.0,3.0
The Girl on the Train,346685,The Girl on the Train,2016,"[53, 9648, 18, 80]",en,3.983,5739,6.4,45000000,173200000,112,7294.0,1.0
Sambizanga,87392,Sambizanga,1972,[18],ln,0.908,24,6.833,0,0,102,7001.0,4.5
The Zone of Interest,467244,The Zone of Interest,2023,"[18, 36, 10752]",en,8.641,2061,7.0,15000000,52631884,105,41077.0,1.0
American Fiction,1056360,American Fiction,2023,"[35, 18]",en,4.728,1076,7.311,16000000,22483370,117,2531.0,2.5
Killers of the Flower Moon,466420,Killers of the Flower Moon,2023,"[80, 36, 18]",en,9.217,3501,7.436,200000000,156922344,206,194232.0,4.0
Poor Things,792307,Poor Things,2023,"[878, 10749, 35]",en,17.59,4550,7.703,35000000,117607117,141,127929.0,1.0
The Holdovers,840430,The Holdovers,2023,"[35, 18]",en,5.95,1896,7.7,13000000,42513270,133,14.0,4.0
The Storytellers,165545,The Storytellers,2003,[18],pt,0.848,24,7.3,0,0,100,2535.0,4.0
Pixote,42148,Pixote,1980,"[80, 18]",pt,3.559,216,8.0,0,0,128,2434.0,4.0
"Rio, 100 Degrees F.",146075,"Rio, 100 Degrees F.",1955,[18],pt,1.309,37,7.1,0,0,91,93194.0,4.0
Once Upon a Time in China,10617,Once Upon a Time in China,1991,"[28, 18]",cn,4.084,424,7.152,0,3826459,133,2734.0,3.5
Fake Blonde,169497,Fake Blonde,2007,"[35, 18]",pt,0.719,20,6.2,0,0,105,107711.0,4.0
Helter Skelter,104524,Helter Skelter,2012,"[18, 27]",ja,3.603,142,6.7,0,0,127,5073.0,3.0
La Haine,406,La Haine,1995,[18],fr,5.304,4137,8.088,2600000,15300000,98,22684.0,4.5
Cyrano,730047,Cyrano,2021,"[18, 10749]",en,3.62,301,6.382,20000000,3000000,122,21.0,1.0
Tenet,577922,Tenet,2020,"[28, 53, 878]",en,8.068,10104,7.2,205000000,365304105,150,174.0,1.0
Easy Rider,624,Easy Rider,1969,"[12, 18]",en,5.696,1988,7.1,400000,60000000,95,5.0,2.0
The Card Counter,643532,The Card Counter,2021,"[18, 53, 80]",en,3.814,981,6.1,0,5040860,111,159010.0,1.0
Blue Bayou,644089,Blue Bayou,2021,[18],en,3.831,273,7.48,0,750000,117,8147.0,1.0
The Hand of God,722778,The Hand of God,2021,[18],it,3.919,1665,7.549,0,0,130,128344.0,1.0
Triangle of Sadness,497828,Triangle of Sadness,2022,"[35, 18]",en,4.438,2320,7.064,15600000,24733572,147,104363.0,1.0
Lamb,788929,Lamb,2021,"[18, 14, 27]",is,3.638,900,6.436,0,3200000,106,2801.0,1.0
Cry Macho,749274,Cry Macho,2021,"[18, 37]",en,3.713,1040,6.0,33000000,16510734,104,171.0,2.0
The Social Network,37799,The Social Network,2010,[18],en,10.061,12296,7.368,40000000,224920315,121,5.0,1.0
Fight Club,550,Fight Club,1999,[18],en,18.965,29945,8.4,63000000,100853753,139,711.0,1.0
The Killer,800158,The Killer,1989,"[80, 53]",en,4.559,2292,6.566,175000000,362113,118,178464.0,5.0
Elite Squad,7347,Elite Squad,2007,"[18, 28, 80]",pt,8.489,2462,8.047,4000000,14759148,115,47046.0,1.0
Final Destination,9532,Final Destination,2000,[27],en,7.912,5741,6.602,23000000,112880294,98,48772.0,1.0
Before Sunset,80,Before Sunset,2004,"[18, 10749]",en,4.057,3448,7.81,2700000,15992615,80,11509.0,1.0
The Lost Daughter,554230,The Lost Daughter,2021,[18],en,3.604,991,6.493,5000000,703281,121,100640.0,1.0
Game of Death,13333,Game of Death,1978,"[18, 28, 53]",cn,3.991,682,6.386,850000,0,101,2521.0,1.0
Zodiac,1949,Zodiac,2007,"[80, 18, 9648, 53]",en,11.236,10709,7.525,65000000,84785914,157,4.0,1.0
Araby,434370,Araby,2017,[18],pt,1.313,37,8.0,0,0,98,94697.0,3.0
The All-Around Reduced Personality: Redupers,188165,The All-Around Reduced Personality: Redupers,1978,"[18, 99]",de,0.318,9,5.2,0,0,98,14195.0,4.5
Necropolis Symphony,288436,Necropolis Symphony,2014,"[35, 10402, 10749]",pt,0.712,20,5.8,0,0,85,37100.0,3.0
The Graduate,37247,The Graduate,1967,"[18, 10749, 35]",en,5.066,3391,7.6,3000000,104945305,106,494.0,2.0
Home Alone,771,Home Alone,1990,"[35, 10751]",en,0.512,11524,7.441,18000000,476684675,103,477.0,3.0
Cléo from 5 to 7,499,Cléo from 5 to 7,1962,[18],fr,3.758,702,7.7,0,0,90,109.0,4.0
Coherence,220289,Coherence,2013,"[53, 878]",en,6.967,2989,7.232,50000,139745,89,29303.0,2.0
Dona Flor and Her Two Husbands,42234,Dona Flor and Her Two Husbands,1976,"[35, 18, 14, 10749]",pt,3.547,133,6.8,0,0,117,8496.0,4.0
Z-O-M-B-I-E-S,483980,Z-O-M-B-I-E-S,2018,"[14, 35, 10749, 10770]",en,4.571,689,7.2,0,0,94,57609.0,1.0
Battle Royale,3176,Battle Royale,2000,"[18, 53, 28]",ja,5.498,3470,7.288,4500000,30600000,113,5822.0,4.5
Bring Me the Head of Alfredo Garcia,11942,Bring Me the Head of Alfredo Garcia,1974,"[28, 80, 18]",en,3.594,371,7.1,1500000,700000,113,14907.0,3.0
Bamboozled,24664,Bamboozled,2000,"[35, 18]",en,3.549,134,6.205,10000000,2463650,136,12.0,4.5
The First Slam Dunk,783675,The First Slam Dunk,2022,"[16, 35, 18]",ja,4.242,426,7.783,0,258000000,125,5542.0,4.5
Next Sohee,923344,Next Sohee,2022,"[18, 53]",ko,3.57,111,7.4,0,1350266,138,172063.0,3.5
The Devil Wears Prada,350,The Devil Wears Prada,2006,"[18, 35]",en,12.934,12204,7.4,35000000,326706115,109,711.0,2.0
April Story,72933,April Story,1998,"[10749, 18]",ja,3.463,97,7.3,0,0,67,2487.0,4.0
The Blackening,1008392,The Blackening,2022,"[27, 35]",en,3.619,311,6.1,5000000,16000000,97,2531.0,2.0
Entranced Earth,67062,Entranced Earth,1967,[18],pt,3.558,117,7.312,0,0,108,8565.0,4.0
Primer,14337,Primer,2004,"[878, 18, 53]",en,3.657,2190,6.764,7000,545436,77,44640.0,1.0
Sorry to Bother You,424781,Sorry to Bother You,2018,"[14, 878, 35]",en,5.386,1583,6.796,3200000,18200000,112,12219.0,4.0
American Psycho,1359,American Psycho,2000,"[53, 18, 80]",en,9.361,11245,7.4,7000000,34300000,102,1632.0,3.5
House of Hummingbird,547404,House of Hummingbird,2018,[18],ko,3.587,102,7.6,0,1041948,135,73918.0,4.5
